-0.4600,0.9110,0.7071,0.7071,
-0.4600,0.8841,0.7087,0.7052,
-0.4601,0.8629,0.7100,0.7039,
-0.4605,0.8264,0.7105,0.7036,
-0.4574,0.7994,0.7133,0.7008,
-0.4567,0.7733,0.7146,0.6995,
-0.4567,0.7280,0.7159,0.6981,
-0.4436,0.6943,0.7160,0.6981,
-0.4396,0.6555,0.7165,0.6976,
-0.4351,0.6223,0.7187,0.6953,
-0.4341,0.6021,0.7198,0.6942,
-0.4330,0.5674,0.7209,0.6930,
-0.4330,0.5367,0.7218,0.6921,
-0.4330,0.5087,0.7222,0.6916,
-0.4331,0.4711,0.7225,0.6914,
-0.4300,0.4313,0.7250,0.6887,
-0.4295,0.4080,0.7254,0.6883,
-0.4294,0.3876,0.7244,0.6894,
-0.4213,0.3533,0.7176,0.6965,
-0.4170,0.3143,0.7073,0.7069,
-0.4198,0.2853,0.6983,0.7158,
-0.4202,0.2608,0.6957,0.7184,
-0.4215,0.2357,0.6923,0.7216,
-0.4145,0.2022,0.6856,0.7279,
-0.4136,0.1567,0.6751,0.7377,
-0.4169,0.1292,0.6688,0.7434,
-0.4185,0.0950,0.6680,0.7442,
-0.4206,0.0551,0.6655,0.7464,
-0.4289,0.0198,0.6647,0.7471,
-0.4383,-0.0032,0.6612,0.7502,
-0.4421,-0.0260,0.6593,0.7519,
-0.4462,-0.0651,0.6545,0.7561,
-0.4472,-0.0914,0.6532,0.7572,
-0.4476,-0.1169,0.6524,0.7578,
-0.4497,-0.1486,0.6487,0.7610,
-0.4510,-0.1826,0.6457,0.7636,
-0.4604,-0.2119,0.6426,0.7662,
-0.4692,-0.2380,0.6397,0.7686,
-0.4729,-0.2627,0.6387,0.7694,
-0.4764,-0.3014,0.6346,0.7728,
-0.4762,-0.3230,0.6336,0.7735,
-0.4754,-0.3443,0.6337,0.7735,
-0.4942,-0.3742,0.6262,0.7796,
-0.4972,-0.3956,0.6247,0.7809,
-0.5008,-0.4247,0.6180,0.7862,
-0.5017,-0.4515,0.6160,0.7877,
-0.5047,-0.4813,0.6108,0.7918,
-0.5216,-0.5044,0.6051,0.7962,
-0.5279,-0.5288,0.5999,0.8001,
-0.5313,-0.5576,0.5946,0.8040,
-0.5303,-0.5816,0.5886,0.8083,
-0.5438,-0.5643,0.5880,0.8088,
-0.5262,-0.5474,0.5890,0.8079,
-0.5191,-0.5141,0.5950,0.8036,
-0.5089,-0.4851,0.5837,0.8117,
-0.4934,-0.4624,0.5691,0.8221,
-0.4813,-0.4382,0.5562,0.8310,
-0.4651,-0.4088,0.5444,0.8388,
-0.4615,-0.3862,0.5303,0.8478,
-0.4526,-0.3564,0.5177,0.8556,
-0.4333,-0.3253,0.5019,0.8649,
-0.4171,-0.3008,0.4908,0.8713,
-0.4016,-0.2829,0.4774,0.8787,
-0.3821,-0.2550,0.4516,0.8922,
-0.3671,-0.2351,0.4286,0.9035,
-0.3520,-0.2142,0.4067,0.9136,
-0.3323,-0.1929,0.3841,0.9233,
-0.3154,-0.1648,0.3548,0.9349,
-0.2943,-0.1472,0.3316,0.9434,
-0.2722,-0.1344,0.3077,0.9515,
-0.2498,-0.1156,0.2859,0.9582,
-0.2163,-0.1002,0.2610,0.9653,
-0.1929,-0.0844,0.2418,0.9703,
-0.1748,-0.0747,0.2142,0.9768,
-0.1540,-0.0608,0.1965,0.9805,
-0.1311,-0.0497,0.1815,0.9834,
-0.1005,-0.0393,0.1398,0.9902,
-0.0742,-0.0356,0.1283,0.9917,
-0.0501,-0.0311,0.1043,0.9945,
-0.0269,-0.0262,0.0880,0.9961,
-0.0071,-0.0223,0.0713,0.9974,
0.0155,-0.0180,0.0532,0.9985,
