-0.0289,-0.0047,0.0176,0.9998,
-0.0100,0.0110,0.0199,0.9997,
0.0126,0.0141,0.0227,0.9997,
0.0338,0.0154,0.0269,0.9996,
0.0614,0.0153,0.0332,0.9994,
0.0868,0.0143,0.0385,0.9992,
0.1154,0.0126,0.0559,0.9984,
0.1386,0.0141,0.0743,0.9972,
0.1653,0.0211,0.0893,0.9959,
0.1951,0.0317,0.1116,0.9936,
0.2347,0.0443,0.1450,0.9893,
0.2877,0.0571,0.1811,0.9834,
0.3164,0.0709,0.2024,0.9792,
0.3396,0.0892,0.2258,0.9741,
0.3678,0.1086,0.2498,0.9682,
0.4172,0.1261,0.3097,0.9507,
0.4339,0.1408,0.3461,0.9380,
0.4531,0.1605,0.3776,0.9259,
0.4778,0.1906,0.4266,0.9043,
0.4994,0.2145,0.4621,0.8867,
0.5124,0.2409,0.4918,0.8705,
0.5189,0.2603,0.5091,0.8605,
0.5291,0.2798,0.5278,0.8491,
0.5416,0.2996,0.5467,0.8370,
0.5563,0.3476,0.5782,0.8155,
0.5622,0.3696,0.5889,0.8078,
0.5726,0.3869,0.5950,0.8033,
0.5846,0.4257,0.5969,0.8020,
0.5883,0.4498,0.5989,0.8006,
0.6015,0.4810,0.6017,0.7985,
0.6072,0.5174,0.6016,0.7987,
0.6124,0.5509,0.6009,0.7992,
0.6284,0.5910,0.6156,0.7880,
0.6353,0.6304,0.6290,0.7774,
0.6383,0.6608,0.6445,0.7645,
0.6420,0.6955,0.6599,0.7513,
0.6436,0.7159,0.6662,0.7457,
0.6450,0.7545,0.6758,0.7370,
0.6483,0.7932,0.6863,0.7273,
0.6499,0.8142,0.6903,0.7234,
0.6514,0.8356,0.6948,0.7191,
0.6543,0.8926,0.7041,0.7100,
0.6574,0.9374,0.7099,0.7042,
0.6583,0.9623,0.7117,0.7024,
0.6527,0.9838,0.7130,0.7011,
0.6436,1.0398,0.7170,0.6970,
0.6427,1.0837,0.7223,0.6915,
0.6432,1.1197,0.7277,0.6859,
0.6409,1.1543,0.7321,0.6812,
0.6290,1.2006,0.7345,0.6785,
0.6279,1.2287,0.7369,0.6760,
0.6246,1.2644,0.7391,0.6735,
0.6109,1.3072,0.7419,0.6704,
0.6099,1.3344,0.7439,0.6682,
0.6096,1.3628,0.7463,0.6656,
0.6054,1.3847,0.7490,0.6623,
0.5990,1.4059,0.7632,0.6460,
0.5898,1.4259,0.7939,0.6080,
0.5782,1.4535,0.8312,0.5560,
0.5696,1.4778,0.8533,0.5214,
0.5456,1.5010,0.8814,0.4724,
0.5304,1.5217,0.9070,0.4210,
0.5107,1.5508,0.9345,0.3558,
0.4899,1.5661,0.9574,0.2885,
0.4546,1.5734,0.9684,0.2493,
0.4388,1.5932,0.9789,0.2043,
0.4096,1.5949,0.9901,0.1400,
0.3862,1.6082,0.9964,0.0847,
0.3544,1.6058,0.9988,0.0478,
0.3188,1.6043,0.9987,0.0494,
0.2943,1.6090,0.9990,0.0445,
0.2709,1.6084,0.9991,0.0410,
0.2436,1.6104,0.9993,0.0361,
0.2132,1.6114,0.9995,0.0306,
