2.9943,0.1532,0.6433,0.7656,
2.9988,0.1906,0.6778,0.7351,
2.9970,0.2271,0.7193,0.6944,
2.9927,0.2605,0.7722,0.6350,
2.9904,0.2917,0.8188,0.5739,
2.9826,0.3169,0.8513,0.5245,
2.9691,0.3409,0.8784,0.4777,
2.9496,0.3622,0.9044,0.4263,
2.9281,0.3876,0.9297,0.3678,
2.9094,0.3963,0.9407,0.3387,
2.8956,0.4111,0.9508,0.3090,
2.8715,0.4306,0.9658,0.2584,
2.8367,0.4410,0.9775,0.2099,
2.8037,0.4502,0.9819,0.1881,
2.7754,0.4706,0.9833,0.1815,
2.7457,0.4795,0.9833,0.1812,
2.7160,0.4836,0.9838,0.1791,
2.6865,0.4993,0.9847,0.1739,
2.6582,0.5062,0.9864,0.1642,
2.6191,0.5223,0.9879,0.1551,
2.5812,0.5294,0.9893,0.1461,
2.5494,0.5398,0.9900,0.1410,
2.5206,0.5479,0.9912,0.1324,
2.4924,0.5528,0.9921,0.1254,
2.4511,0.5715,0.9948,0.1012,
2.4129,0.5779,0.9966,0.0823,
2.3927,0.5809,0.9974,0.0713,
2.3604,0.5833,0.9985,0.0535,
2.3309,0.5861,0.9991,0.0413,
2.2836,0.5885,0.9995,0.0303,
2.2461,0.5913,0.9996,0.0276,
2.2082,0.5941,0.9998,0.0189,
2.1650,0.5852,0.9999,0.0143,
2.1167,0.5788,0.9999,0.0106,
2.0862,0.5787,0.9999,0.0061,
2.0659,0.5785,0.9999,0.0056,
2.0347,0.5779,1.0000,0.0042,
2.0133,0.5776,1.0000,0.0019,
1.9762,0.5796,1.0000,-0.0066,
1.9495,0.5812,0.9999,-0.0127,
1.9179,0.5824,0.9998,-0.0178,
1.8967,0.5834,0.9998,-0.0214,
1.8732,0.5830,0.9997,-0.0241,
1.8393,0.5697,0.9996,-0.0265,
1.8115,0.5655,0.9995,-0.0304,
1.7801,0.5667,0.9993,-0.0380,
1.7404,0.5657,0.9991,-0.0425,
1.7206,0.5590,0.9990,-0.0457,
1.6874,0.5515,0.9988,-0.0488,
1.6599,0.5482,0.9988,-0.0488,
1.6393,0.5472,0.9988,-0.0485,
1.6086,0.5493,0.9985,-0.0540,
1.5851,0.5412,0.9983,-0.0577,
1.5496,0.5364,0.9978,-0.0656,
1.5197,0.5319,0.9977,-0.0676,
1.4945,0.5300,0.9977,-0.0679,
1.4684,0.5232,0.9975,-0.0712,
1.4449,0.5190,0.9974,-0.0720,
1.4111,0.5147,0.9972,-0.0741,
1.3902,0.5128,0.9971,-0.0765,
1.3539,0.5056,0.9964,-0.0850,
1.3281,0.4996,0.9960,-0.0890,
1.2915,0.4895,0.9958,-0.0918,
1.2519,0.4818,0.9953,-0.0966,
1.2207,0.4800,0.9950,-0.0991,
1.1972,0.4703,0.9949,-0.1005,
1.1702,0.4651,0.9944,-0.1056,
1.1350,0.4525,0.9936,-0.1132,
1.1029,0.4451,0.9932,-0.1164,
1.0846,0.4345,0.9927,-0.1203,
1.0650,0.4285,0.9918,-0.1274,
1.0337,0.4237,0.9876,-0.1565,
1.0093,0.4104,0.9783,-0.2072,
0.9751,0.3874,0.9646,-0.2637,
0.9427,0.3641,0.9478,-0.3186,
0.9214,0.3416,0.9299,-0.3676,
0.9053,0.3198,0.9143,-0.4047,
0.8820,0.2896,0.8925,-0.4508,
0.8676,0.2686,0.8696,-0.4934,
0.8517,0.2453,-0.8456,0.5334,
0.8346,0.2200,-0.8187,0.5740,
0.8302,0.1996,-0.7893,0.6138,
0.8301,0.1789,-0.7681,0.6402,
0.8256,0.1502,-0.7502,0.6612,
0.8203,0.1231,-0.7320,0.6812,
0.8219,0.1017,-0.7221,0.6917,
0.8257,0.0730,-0.7199,0.6940,
0.8264,0.0455,-0.7201,0.6939,
0.8244,0.0151,-0.7156,0.6984,
0.8186,-0.0114,-0.6984,0.7157,
0.8241,-0.0316,-0.6855,0.7280,
0.8298,-0.0511,-0.6806,0.7325,
0.8284,-0.0728,-0.6575,0.7533,
0.8363,-0.0958,-0.6352,0.7723,
0.8430,-0.1221,-0.6091,0.7931,
0.8515,-0.1438,-0.5919,0.8060,
0.8548,-0.1688,-0.5692,0.8222,
0.8615,-0.1891,-0.5492,0.8357,
0.8746,-0.2153,-0.5142,0.8576,
0.8892,-0.2378,-0.4891,0.8722,
0.8992,-0.2553,-0.4699,0.8827,
0.9134,-0.2778,-0.4414,0.8972,
0.9357,-0.3027,-0.4099,0.9120,
0.9367,-0.3236,-0.3989,0.9170,
0.9313,-0.3023,-0.3941,0.9188,
0.9085,-0.2900,-0.3767,0.9260,
0.8865,-0.2785,-0.3596,0.9330,
0.8706,-0.2611,-0.3405,0.9402,
0.8552,-0.2457,-0.3230,0.9464,
0.8363,-0.2352,-0.3093,0.9509,
0.8137,-0.2285,-0.2997,0.9540,
0.8022,-0.2111,-0.2902,0.9569,
0.7769,-0.2016,-0.2747,0.9615,
0.7592,-0.1876,-0.2584,0.9660,
0.7334,-0.1722,-0.2368,0.9716,
0.7110,-0.1619,-0.2267,0.9739,
0.6909,-0.1478,-0.2223,0.9749,
0.6664,-0.1422,-0.2197,0.9755,
0.6469,-0.1316,-0.2187,0.9758,
0.6249,-0.1163,-0.2134,0.9770,
0.5937,-0.1042,-0.2086,0.9780,
0.5619,-0.0877,-0.1970,0.9804,
0.5402,-0.0796,-0.1854,0.9827,
0.5183,-0.0717,-0.1730,0.9849,
0.4894,-0.0678,-0.1644,0.9864,
0.4696,-0.0605,-0.1535,0.9881,
0.4490,-0.0571,-0.1458,0.9893,
0.4234,-0.0515,-0.1314,0.9913,
0.4038,-0.0453,-0.1264,0.9920,
0.3780,-0.0370,-0.1110,0.9938,
0.3540,-0.0292,-0.0939,0.9956,
0.3335,-0.0265,-0.0798,0.9968,
0.2991,-0.0239,-0.0637,0.9980,
0.2770,-0.0190,-0.0512,0.9986,
0.2570,-0.0236,-0.0384,0.9993,
0.2343,-0.0119,-0.0283,0.9996,
0.2012,-0.0115,-0.0099,0.9999,
0.1787,-0.0160,0.0019,1.0000,
0.1584,-0.0206,0.0137,0.9999,
0.1383,-0.0229,0.0192,0.9997,
0.1139,-0.0264,0.0213,0.9998,
0.0917,-0.0255,0.0237,0.9997,
0.0632,-0.0282,0.0291,0.9996,
0.0405,-0.0308,0.0302,0.9995,
0.0146,-0.0284,0.0335,0.9994,
