2.9885,1.1137,0.7716,0.6361,
2.9835,1.1387,0.7741,0.6327,
2.9729,1.1558,0.7752,0.6314,
2.9670,1.1843,0.7794,0.6264,
2.9627,1.2082,0.7829,0.6221,
2.9582,1.2288,0.7899,0.6133,
2.9493,1.2471,0.7967,0.6043,
2.9402,1.2766,0.8111,0.5848,
2.9358,1.2968,0.8184,0.5746,
2.9269,1.3203,0.8266,0.5628,
2.9197,1.3416,0.8346,0.5508,
2.9113,1.3614,0.8437,0.5368,
2.8989,1.3836,0.8570,0.5152,
2.8837,1.4059,0.8651,0.5016,
2.8677,1.4294,0.8782,0.4782,
2.8513,1.4543,0.8978,0.4403,
2.8291,1.4715,0.9096,0.4154,
2.8144,1.4914,0.9245,0.3812,
2.7938,1.5171,0.9398,0.3416,
2.7742,1.5252,0.9501,0.3119,
2.7590,1.5418,0.9574,0.2886,
2.7400,1.5548,0.9655,0.2604,
2.7182,1.5596,0.9706,0.2405,
2.6951,1.5631,0.9751,0.2215,
2.6785,1.5827,0.9852,0.1710,
2.6591,1.5918,0.9904,0.1375,
2.6312,1.5963,0.9937,0.1114,
2.5962,1.5962,0.9966,0.0813,
2.5661,1.6008,0.9982,0.0587,
2.5401,1.6036,0.9991,0.0415,
2.5084,1.6101,0.9994,0.0345,
2.4836,1.6116,0.9994,0.0309,
2.4546,1.6134,0.9995,0.0303,
2.4343,1.6145,0.9996,0.0298,
2.4086,1.6126,0.9997,0.0251,
2.3793,1.6148,0.9998,0.0203,
2.3576,1.6141,0.9999,0.0156,
2.3362,1.6156,0.9999,0.0137,
2.3157,1.6173,0.9999,0.0121,
2.2941,1.6165,1.0000,0.0070,
2.2686,1.6159,1.0000,0.0012,
2.2445,1.6184,0.9999,-0.0029,
2.2223,1.6197,0.9999,-0.0100,
2.1984,1.6222,0.9999,-0.0127,
2.1704,1.6215,0.9998,-0.0184,
2.1518,1.6087,0.9998,-0.0170,
2.1314,1.6039,0.9986,-0.0497,
2.1091,1.6043,0.9958,-0.0888,
2.0834,1.5966,0.9881,-0.1534,
2.0562,1.5899,0.9807,-0.1953,
2.0338,1.5742,0.9712,-0.2382,
2.0138,1.5677,0.9610,-0.2762,
1.9907,1.5588,0.9504,-0.3107,
1.9762,1.5400,0.9346,-0.3556,
1.9598,1.5228,0.9196,-0.3926,
